id,category,question,followUp,intensity,type,tags,energy
q0469,Cameroon,What is one Cameroonian custom younger generations should preserve?,How could it adapt?,3,question,cameroon|food|culture,3
q0470,Cameroon,What is one Cameroonian custom younger generations are right to question?,What should replace it?,3,question,cameroon|food|culture,3
q0471,Cameroon,What does Cameroonian hospitality look like at its best?,What obligation comes with it?,3,question,cameroon|food|culture,3
q0472,Cameroon,What is the most recognisable feature of a Cameroonian family gathering?,Who normally controls the room?,3,question,cameroon|food|culture,3
q0473,Cameroon,What is the funniest thing Cameroonian parents or elders commonly say?,What do they really mean?,3,question,cameroon|food|culture,3
q0474,Cameroon,How do Cameroonian weddings differ across communities?,Which part creates the best atmosphere?,3,question,cameroon|food|culture,3
q0475,Cameroon,What is one misunderstanding between Cameroonians in Cameroon and those in the diaspora?,How could they understand each other better?,3,question,cameroon|food|culture,3
q0476,Cameroon,Which Cameroonian city has the strongest personality?,How would you describe it?,3,question,cameroon|food|culture,3
q0477,Cameroon,What are the most accurate stereotypes about Douala?,What do outsiders miss?,3,question,cameroon|food|culture,3
q0478,Cameroon,What are the most accurate stereotypes about Yaoundé?,What do outsiders miss?,3,question,cameroon|food|culture,3
q0479,Cameroon,Which Cameroonian region deserves more tourism?,What should visitors experience?,3,question,cameroon|food|culture,3
q0480,Cameroon,What does Cameroonian humour sound like?,What kind of joke travels badly outside the culture?,3,question,cameroon|food|culture,3
q0481,Cameroon,Which Cameroonian musician or genre deserves a global revival?,What song would you use as an introduction?,3,question,cameroon|food|culture,3
q0482,Cameroon,How has makossa shaped African music?,Who carried it furthest?,3,question,cameroon|food|culture,3
q0483,Cameroon,What does football mean to Cameroonian national identity?,Which moment captures it?,3,question,cameroon|food|culture,3
q0484,Cameroon,Which Cameroonian footballer has had the greatest cultural impact?,Is sporting achievement enough?,3,question,cameroon|food|culture,3
q0485,Cameroon,What is one thing Cameroon does better than neighbouring countries?,What could it learn from them?,3,question,cameroon|food|culture,3
q0486,Cameroon,What is one national frustration Cameroonians joke about because the alternative is anger?,Why has it persisted?,3,question,cameroon|food|culture,3
q0487,Cameroon,How do English-speaking and French-speaking Cameroonian experiences differ?,What shared identity remains?,3,question,cameroon|food|culture,3
q0488,Cameroon,What is one thing outsiders misunderstand about Cameroon's diversity?,How would you explain it simply?,3,question,cameroon|food|culture,3
q0489,Cameroon,What family role or title carries special weight in Cameroonian culture?,Is that authority changing?,3,question,cameroon|food|culture,3
q0490,Cameroon,How important are village and ancestral ties to Cameroonian identity?,Can diaspora children maintain them?,3,question,cameroon|food|culture,3
q0491,Cameroon,What Cameroonian tradition would make a fascinating documentary?,Whose perspective should lead it?,3,question,cameroon|food|culture,3
q0492,Cameroon,What is one Cameroonian childhood experience that diaspora children may miss?,Can it be recreated abroad?,3,question,cameroon|food|culture,3
q0493,Cameroon,What is the relationship between food and status at Cameroonian events?,Which dish signals that an event is serious?,3,question,cameroon|food|culture,3
q0494,Cameroon,What is the best way to introduce a non-Cameroonian friend to the culture?,What should happen in the first day?,3,question,cameroon|food|culture,3
q0495,Cameroon,Which Cameroonian proverb contains the most useful life advice?,How have you seen it apply?,3,question,cameroon|food|culture,3
q0496,Cameroon,What part of Cameroonian history should be more widely known?,Why has it received limited attention?,3,question,cameroon|food|culture,3
q0497,Cameroon,What is one thing about Cameroon that makes you proud?,What is one thing you wish would change?,3,question,cameroon|food|culture,3
q0498,Cameroon,How has migration changed Cameroonian family expectations?,Which expectation travels most strongly?,3,question,cameroon|food|culture,3
q0499,Cameroon,What should a future Cameroonian cultural centre in London contain?,Which room would you visit first?,3,question,cameroon|food|culture,3
q0500,Cameroon,What would you want future generations to understand about being Cameroonian in the diaspora?,How should that story be preserved?,3,question,cameroon|food|culture,3
q0501,West African & Sub-Saharan African Culture,Which West African country has the strongest food culture?,What dish is your evidence?,3,question,africa|diaspora|culture,3
q0502,West African & Sub-Saharan African Culture,Which Sub-Saharan African city deserves far more tourism?,What experience would attract visitors?,3,question,africa|diaspora|culture,3
q0503,West African & Sub-Saharan African Culture,What is one stereotype about Africans that outsiders repeat too easily?,What reality does it miss?,3,question,africa|diaspora|culture,3
q0504,West African & Sub-Saharan African Culture,What is one stereotype Africans hold about another African country that makes you laugh?,Where might it contain a little truth?,3,question,africa|diaspora|culture,3
q0505,West African & Sub-Saharan African Culture,Which African country currently has the most influential music scene?,Is influence the same as quality?,3,question,africa|diaspora|culture,3
q0506,West African & Sub-Saharan African Culture,Which African language would you most like to speak fluently?,How would it change your connections?,3,question,africa|diaspora|culture,3
q0507,West African & Sub-Saharan African Culture,What is one thing Western societies could learn from African community life?,What should not be romanticised?,3,question,africa|diaspora|culture,3
q0508,West African & Sub-Saharan African Culture,What is one thing African societies could learn from Western individualism?,Where does individualism go too far?,3,question,africa|diaspora|culture,3
q0509,West African & Sub-Saharan African Culture,Which African wedding tradition creates the best atmosphere?,Which creates unnecessary pressure?,3,question,africa|diaspora|culture,3
q0510,West African & Sub-Saharan African Culture,What is one thing Africans normalise that surprises outsiders?,Is it worth preserving?,3,question,africa|diaspora|culture,3
q0511,West African & Sub-Saharan African Culture,What is one thing outsiders assume is universal across Africa but is not?,What regional difference matters?,3,question,africa|diaspora|culture,3
q0512,West African & Sub-Saharan African Culture,How do African parents express love without always saying it directly?,Which expression meant most to you?,3,question,africa|diaspora|culture,3
q0513,West African & Sub-Saharan African Culture,What is one family expectation common across African cultures that should change?,Why has it lasted?,3,question,africa|diaspora|culture,3
q0514,West African & Sub-Saharan African Culture,What is one family expectation worth defending?,What benefit does it provide?,3,question,africa|diaspora|culture,3
q0515,West African & Sub-Saharan African Culture,Which African city has the strongest style and fashion identity?,What defines the look?,3,question,africa|diaspora|culture,3
q0516,West African & Sub-Saharan African Culture,Which African country's film industry deserves more international attention?,What should people watch first?,3,question,africa|diaspora|culture,3
q0517,West African & Sub-Saharan African Culture,What is one African historical kingdom or civilisation everyone should know?,Why is it missing from common education?,3,question,africa|diaspora|culture,3
q0518,West African & Sub-Saharan African Culture,Which African country has the best street food?,What would you order first?,3,question,africa|diaspora|culture,3
q0519,West African & Sub-Saharan African Culture,What is the correct way to settle a jollof-rice argument?,Can the debate ever be objective?,3,question,africa|diaspora|culture,3
q0520,West African & Sub-Saharan African Culture,What dish best represents West African comfort food?,What memory does it carry?,3,question,africa|diaspora|culture,3
q0521,West African & Sub-Saharan African Culture,Which African ingredient is most underused globally?,What dish showcases it?,3,question,africa|diaspora|culture,3
q0522,West African & Sub-Saharan African Culture,What does hospitality mean across African cultures?,When can it become burdensome?,3,question,africa|diaspora|culture,3
q0523,West African & Sub-Saharan African Culture,What is the funniest generational misunderstanding in African families?,Which side adapts less?,3,question,africa|diaspora|culture,3
q0524,West African & Sub-Saharan African Culture,How important should tribal or ethnic identity remain in modern African life?,Where can it become divisive?,3,question,africa|diaspora|culture,3
q0525,West African & Sub-Saharan African Culture,What role should traditional leaders have today?,What legitimacy should they need?,3,question,africa|diaspora|culture,3
q0526,West African & Sub-Saharan African Culture,What is one African proverb you genuinely live by?,When has it guided you?,3,question,africa|diaspora|culture,3
q0527,West African & Sub-Saharan African Culture,Which African country has the most recognisable national personality?,How much is stereotype?,3,question,africa|diaspora|culture,3
q0528,West African & Sub-Saharan African Culture,What is one thing the African diaspora often idealises about life 'back home'?,What does it underestimate?,3,question,africa|diaspora|culture,3
q0529,West African & Sub-Saharan African Culture,What is one thing people living in Africa misunderstand about diaspora life?,What pressure is invisible?,3,question,africa|diaspora|culture,3
q0530,West African & Sub-Saharan African Culture,How should diaspora families maintain language across generations?,What makes this difficult?,3,question,africa|diaspora|culture,3
q0531,West African & Sub-Saharan African Culture,What is one African tradition that changes meaning when practised abroad?,Does adaptation weaken it?,3,question,africa|diaspora|culture,3
q0532,West African & Sub-Saharan African Culture,Which African city would you choose for one year of living and working?,What practical issue might change your mind?,3,question,africa|diaspora|culture,3
q0533,West African & Sub-Saharan African Culture,What is the biggest cultural difference between West Africa and East Africa?,Where are they more similar than assumed?,3,question,africa|diaspora|culture,3
q0534,West African & Sub-Saharan African Culture,What is the biggest cultural difference between urban and rural African life?,Which offers a stronger sense of community?,3,question,africa|diaspora|culture,3
q0535,West African & Sub-Saharan African Culture,What stereotype about African men deserves more nuance?,What experiences vary most?,3,question,africa|diaspora|culture,3
q0536,West African & Sub-Saharan African Culture,What stereotype about African women deserves more nuance?,What experiences vary most?,3,question,africa|diaspora|culture,3
q0537,West African & Sub-Saharan African Culture,How does religion shape everyday African life differently from Britain?,What is gained and lost?,3,question,africa|diaspora|culture,3
q0538,West African & Sub-Saharan African Culture,What is one African celebration or festival you want to experience?,What draws you to it?,3,question,africa|diaspora|culture,3
q0539,West African & Sub-Saharan African Culture,Which African country has the strongest sporting identity?,Which sport defines it?,3,question,africa|diaspora|culture,3
q0540,West African & Sub-Saharan African Culture,How should African countries balance preserving culture with modernisation?,What should never be sacrificed?,3,question,africa|diaspora|culture,3
q0541,West African & Sub-Saharan African Culture,What is one infrastructure improvement that would transform daily life in many African cities?,Why has it been difficult?,3,question,africa|diaspora|culture,3
q0542,West African & Sub-Saharan African Culture,What African business or innovation deserves more global attention?,What problem does it solve?,3,question,africa|diaspora|culture,3
q0543,West African & Sub-Saharan African Culture,How has mobile technology changed African life more than outsiders realise?,What is the next transformation?,3,question,africa|diaspora|culture,3
q0544,West African & Sub-Saharan African Culture,What does success look like in many African families?,How does that shape children?,3,question,africa|diaspora|culture,3
q0545,West African & Sub-Saharan African Culture,What is one pressure placed on successful diaspora relatives?,What is a fair responsibility?,3,question,africa|diaspora|culture,3
q0546,West African & Sub-Saharan African Culture,What is one African cultural export that has been commercialised without enough credit?,Who should benefit?,3,question,africa|diaspora|culture,3
q0547,West African & Sub-Saharan African Culture,How can Africans debate national problems without feeding negative stereotypes?,Where is the balance?,3,question,africa|diaspora|culture,3
q0548,West African & Sub-Saharan African Culture,What would a genuinely united African diaspora prioritise?,What division would be hardest to overcome?,3,question,africa|diaspora|culture,3
q0549,West African & Sub-Saharan African Culture,What should African countries teach children about the diaspora?,What should diaspora children learn about the continent?,3,question,africa|diaspora|culture,3
q0550,West African & Sub-Saharan African Culture,What part of present-day African life should be documented for future generations?,Who should record it?,3,question,africa|diaspora|culture,3
q0551,Relationships & Family,What quality makes someone feel emotionally safe to you?,How do they demonstrate it?,3,question,relationships|family,3
q0552,Relationships & Family,What do your closest friends have in common?,What does that reveal about you?,3,question,relationships|family,3
q0553,Relationships & Family,When do friends usually come to you for advice?,Are you good at following your own advice?,3,question,relationships|family,3
q0554,Relationships & Family,What is one friendship lesson you learned too late?,How has it changed your behaviour?,3,question,relationships|family,3
q0555,Relationships & Family,What makes a family relationship worth repairing?,When is distance healthier?,3,question,relationships|family,3
q0556,Relationships & Family,What does loyalty require—and what does it not require?,Have you ever confused loyalty with silence?,3,question,relationships|family,3
q0557,Relationships & Family,What makes an apology feel sincere?,Which part matters most: words or changed behaviour?,3,question,relationships|family,3
q0558,Relationships & Family,What is one boundary families often struggle to respect?,How should it be communicated?,3,question,relationships|family,3
q0559,Relationships & Family,What is the difference between privacy and secrecy in close relationships?,Where is your line?,3,question,relationships|family,3
q0560,Relationships & Family,What makes someone easy to trust?,What destroys trust fastest?,3,question,relationships|family,3
q0561,Relationships & Family,What is one thing couples should discuss before marriage but often avoid?,Why is it uncomfortable?,3,question,relationships|family,3
q0562,Relationships & Family,What do healthy disagreements look like?,What behaviour crosses the line?,3,question,relationships|family,3
q0563,Relationships & Family,What is the most important friendship you have lost?,What did it teach you?,3,question,relationships|family,3
q0564,Relationships & Family,Can a friendship recover after years of little contact?,What effort is required?,3,question,relationships|family,3
q0565,Relationships & Family,What makes someone feel like family even without blood relation?,Who fits that description?,3,question,relationships|family,3
q0566,Relationships & Family,How much should family approval influence major life decisions?,Where should its power end?,3,question,relationships|family,3
q0567,Relationships & Family,What is one family role people get trapped in?,How can they change it?,3,question,relationships|family,3
q0568,Relationships & Family,What is one thing parents should apologise to adult children for more often?,What would healing look like?,3,question,relationships|family,3
q0569,Relationships & Family,What is one thing adult children should appreciate more about parents?,What becomes clearer with age?,3,question,relationships|family,3
q0570,Relationships & Family,How should responsibilities be divided among siblings or cousins when elders need support?,What is fair?,3,question,relationships|family,3
q0571,Relationships & Family,What makes someone a good husband or wife beyond affection?,Which quality is least appreciated?,3,question,relationships|family,3
q0572,Relationships & Family,How do you know when a relationship has become one-sided?,What should happen next?,3,question,relationships|family,3
q0573,Relationships & Family,What is the difference between supporting someone and rescuing them?,Which do you tend to do?,3,question,relationships|family,3
q0574,Relationships & Family,What makes a person good company during difficult times?,What should they avoid saying?,3,question,relationships|family,3
q0575,Relationships & Family,How much honesty is too much honesty in a close relationship?,Can timing make truth kinder?,3,question,relationships|family,3
q0576,Relationships & Family,What kind of affection is easiest for you to give?,What kind is hardest to receive?,3,question,relationships|family,3
q0577,Relationships & Family,What is one relationship pattern you want to avoid repeating?,Where did you first observe it?,3,question,relationships|family,3
q0578,Relationships & Family,What do you need from family when life becomes stressful?,Do they know this?,3,question,relationships|family,3
q0579,Relationships & Family,How should couples handle very different attitudes toward money?,What needs agreement before commitment?,3,question,relationships|family,3
q0580,Relationships & Family,What should friends be allowed to challenge you about?,When does challenge become interference?,3,question,relationships|family,3
q0581,Relationships & Family,What is one sign someone truly knows you?,Who notices it?,3,question,relationships|family,3
q0582,Relationships & Family,Can people remain close despite very different values?,Which differences are too fundamental?,3,question,relationships|family,3
q0583,Relationships & Family,What is one thing you wish people understood about how you show care?,How is it misread?,3,question,relationships|family,3
q0584,Relationships & Family,What does emotional maturity look like in everyday behaviour?,Which sign is most important?,3,question,relationships|family,3
q0585,Relationships & Family,When should someone forgive without reconciliation?,Can peace exist without renewed contact?,3,question,relationships|family,3
q0586,Relationships & Family,What makes family gatherings feel warm rather than obligatory?,Who sets the tone?,3,question,relationships|family,3
q0587,Relationships & Family,How should family traditions change when people marry into different cultures?,What should be protected?,3,question,relationships|family,3
q0588,Relationships & Family,What is one question every parent should ask an adult child?,Why is it rarely asked?,3,question,relationships|family,3
q0589,Relationships & Family,What is one question every adult child should ask a parent?,Why does it matter?,3,question,relationships|family,3
q0590,Relationships & Family,What is one thing cousins can understand about each other that siblings may not?,Does that apply to us?,3,question,relationships|family,3
q0591,Relationships & Family,What is one unspoken expectation within our family?,Is it helpful or burdensome?,3,question,relationships|family,3
q0592,Relationships & Family,What do you think our family does especially well?,What could improve?,3,question,relationships|family,3
q0593,Relationships & Family,Which family member's life story would surprise people most?,What chapter deserves telling?,3,question,relationships|family,3
q0594,Relationships & Family,How should a family handle a relative who repeatedly creates conflict?,Who should intervene?,3,question,relationships|family,3
q0595,Relationships & Family,What is the healthiest way to respond when relatives compare people's progress?,Why do comparisons persist?,3,question,relationships|family,3
q0596,Relationships & Family,What makes a home feel welcoming?,Which detail matters most?,3,question,relationships|family,3
q0597,Relationships & Family,How much should partners know about each other's past?,What is relevant versus intrusive?,3,question,relationships|family,3
q0598,Relationships & Family,What is one way modern life makes relationships harder?,What modern tool makes them easier?,3,question,relationships|family,3
q0599,Relationships & Family,What would you want the people closest to you to say about how you treated them?,Are you living that way now?,3,question,relationships|family,3
q0600,Relationships & Family,Which relationship in your life has taught you the most about yourself?,What did it reveal?,3,question,relationships|family,3
q0601,Career & Money,What does a genuinely good working life look like to you?,How close are you to it?,3,question,career|money,3
q0602,Career & Money,"Would you prefer more money, more autonomy or more meaningful work?",What would you sacrifice?,3,question,career|money,3
q0603,Career & Money,What professional skill has given you the greatest return?,How did you develop it?,3,question,career|money,3
q0604,Career & Money,What is one career decision you would make differently?,What did it teach you?,3,question,career|money,3
q0605,Career & Money,What kind of work makes time pass quickly for you?,Could it become a larger part of your career?,3,question,career|money,3
q0606,Career & Money,What is one thing workplaces reward that they should not?,What should be rewarded instead?,3,question,career|money,3
q0607,Career & Money,What is one thing you wish you understood about money at 18?,What would you have done differently?,3,question,career|money,3
q0608,Career & Money,What does financial security mean in actual numbers or conditions?,Has the definition changed?,3,question,career|money,3
q0609,Career & Money,What is one purchase that genuinely improved your quality of life?,Was it worth more than it cost?,3,question,career|money,3
q0610,Career & Money,What is one expensive mistake that taught you something valuable?,Would you undo it?,3,question,career|money,3
q0611,Career & Money,Would you rather earn less doing work you control or more in a role controlled by others?,Where is your threshold?,3,question,career|money,3
q0612,Career & Money,What makes a manager worth following?,What makes you lose respect immediately?,3,question,career|money,3
q0613,Career & Money,What professional reputation do you want to build?,What evidence supports it now?,3,question,career|money,3
q0614,Career & Money,What part of networking feels genuine to you?,What part feels performative?,3,question,career|money,3
q0615,Career & Money,What is one thing talented people often misunderstand about career progression?,What matters besides ability?,3,question,career|money,3
q0616,Career & Money,How much should identity shape career choices?,Have you ever felt pressure to represent others?,3,question,career|money,3
q0617,Career & Money,What is one financial habit families should teach children early?,How would you teach it?,3,question,career|money,3
q0618,Career & Money,What is one money habit you are trying to improve?,What triggers the old pattern?,3,question,career|money,3
q0619,Career & Money,What is your view on lending money to relatives?,What rule should apply?,3,question,career|money,3
q0620,Career & Money,What is a fair financial responsibility toward extended family?,Where should boundaries sit?,3,question,career|money,3
q0621,Career & Money,Would you tell family exactly how much you earn?,What could go wrong?,3,question,career|money,3
q0622,Career & Money,What is one status purchase people make too early?,What should come first?,3,question,career|money,3
q0623,Career & Money,What is a better investment than people realise?,Is the return financial or personal?,3,question,career|money,3
q0624,Career & Money,What is one business idea you would pursue with guaranteed funding?,Why have you not started smaller?,3,question,career|money,3
q0625,Career & Money,What makes entrepreneurship attractive to you?,What part is romanticised?,3,question,career|money,3
q0626,Career & Money,What should someone prove before leaving a stable job for a business?,Is certainty ever possible?,3,question,career|money,3
q0627,Career & Money,What career advice would you give a younger cousin?,What warning would you include?,3,question,career|money,3
q0628,Career & Money,What is one industry you think will look very different in ten years?,Who will benefit?,3,question,career|money,3
q0629,Career & Money,How should AI change the way people prepare for careers?,Which human skill becomes more valuable?,3,question,career|money,3
q0630,Career & Money,What work would you still do if money were already handled?,Would you do it full time?,3,question,career|money,3
q0631,Career & Money,What is one professional risk worth taking?,What preparation reduces the downside?,3,question,career|money,3
q0632,Career & Money,What does being underpaid feel like beyond the number?,How should someone respond?,3,question,career|money,3
q0633,Career & Money,When is it right to prioritise family over career momentum?,Can the lost momentum be recovered?,3,question,career|money,3
q0634,Career & Money,What is one sign a job is damaging your health?,How long should someone tolerate it?,3,question,career|money,3
q0635,Career & Money,What should employers owe contractors beyond payment?,What should contractors owe employers?,3,question,career|money,3
q0636,Career & Money,What is the difference between being busy and being valuable?,Which does your workplace reward?,3,question,career|money,3
q0637,Career & Money,How important is job title compared with actual responsibility?,When does title matter?,3,question,career|money,3
q0638,Career & Money,What is one thing you would negotiate more firmly next time?,What stopped you previously?,3,question,career|money,3
q0639,Career & Money,What does wealth mean beyond income?,Which form of wealth do you lack most?,3,question,career|money,3
q0640,Career & Money,Would you prefer to own a modest home outright or have a larger mortgage in a better area?,What matters for family life?,3,question,career|money,3
q0641,Career & Money,How much lifestyle inflation is reasonable after earning more?,What should remain unchanged?,3,question,career|money,3
q0642,Career & Money,What is your approach to spending on travel and experiences?,What makes an experience worth the cost?,3,question,career|money,3
q0643,Career & Money,What is one financial risk you would never take?,What would make others accept it?,3,question,career|money,3
q0644,Career & Money,What should parents tell children about class and privilege?,At what age?,3,question,career|money,3
q0645,Career & Money,How should successful people respond to relatives asking for opportunities?,What support is sustainable?,3,question,career|money,3
q0646,Career & Money,What is one career milestone you no longer care about?,What replaced it?,3,question,career|money,3
q0647,Career & Money,What would make you retire earlier than planned?,What would you retire toward?,3,question,career|money,3
q0648,Career & Money,What is one form of work you think society undervalues?,How should it be rewarded?,3,question,career|money,3
q0649,Career & Money,What would a successful next five years look like professionally and financially?,What is the first decision required?,3,question,career|money,3
q0650,Career & Money,What do you want your work to make possible outside work?,Is your current path achieving that?,3,question,career|money,3
q0651,Football & Sport,Who is the greatest Arsenal player you personally watched live or in real time?,What moment defines them?,2,question,football|sport,4
q0652,Football & Sport,Which Arsenal player is most underrated by rival fans?,What evidence would you show?,2,question,football|sport,4
q0653,Football & Sport,Which Arsenal signing disappointed you most?,"Was it ability, fit or circumstances?",2,question,football|sport,4
q0654,Football & Sport,Which former Arsenal player would improve the current team most?,Who would lose their place?,2,question,football|sport,4
q0655,Football & Sport,What is the best Arsenal match you have ever watched?,Where were you?,2,question,football|sport,4
q0656,Football & Sport,What is the worst Arsenal defeat you still remember clearly?,Why did it hurt?,2,question,football|sport,4
q0657,Football & Sport,Which football manager would be the most interesting dinner guest?,What would you ask?,2,question,football|sport,4
q0658,Football & Sport,Which footballer would be funniest as a colleague in an office?,What role would they have?,2,question,football|sport,4
q0659,Football & Sport,Which footballer would you trust most to babysit your children?,Who would you never trust?,2,question,football|sport,4
q0660,Football & Sport,Which football stadium has the best atmosphere?,How much is reputation?,2,question,football|sport,4
q0661,Football & Sport,Which football rivalry is most overrated?,Which rivalry deserves more attention?,2,question,football|sport,4
q0662,Football & Sport,What matters more for greatness: peak level or career longevity?,Which player tests your answer?,2,question,football|sport,4
q0663,Football & Sport,Should international trophies heavily influence individual-player rankings?,What about players from weaker nations?,2,question,football|sport,4
q0664,Football & Sport,Which football era had the best balance of skill and personality?,What has modern football lost?,2,question,football|sport,4
q0665,Football & Sport,Is modern tactical football more intelligent or less entertaining?,Which team proves your point?,2,question,football|sport,4
q0666,Football & Sport,Which rule change would most improve football?,What unintended effect might follow?,2,question,football|sport,4
q0667,Football & Sport,"Should VAR remain, be reformed or removed?",What specific reform matters most?,2,question,football|sport,4
q0668,Football & Sport,Which Premier League club has the most delusional fanbase?,What belief proves it?,2,question,football|sport,4
q0669,Football & Sport,Which club receives too much media attention?,Who deserves more?,2,question,football|sport,4
q0670,Football & Sport,Which football pundit do you trust most?,What makes them credible?,2,question,football|sport,4
q0671,Football & Sport,Which football pundit irritates you most?,Are they ever right?,2,question,football|sport,4
q0672,Football & Sport,What is the strongest case for the Premier League being the world's best league?,What is the strongest case against?,2,question,football|sport,4
q0673,Football & Sport,Which African national team has underachieved most historically?,What held them back?,2,question,football|sport,4
q0674,Football & Sport,Which AFCON tournament or moment stands out most?,Why did it matter?,2,question,football|sport,4
q0675,Football & Sport,Who is Africa's greatest footballer ever?,What criteria decide it?,2,question,football|sport,4
q0676,Football & Sport,Which Cameroonian footballer had the biggest impact on national identity?,Which achievement mattered most?,2,question,football|sport,4
q0677,Football & Sport,Would you rather win the Champions League once or the league three times?,Would your answer change for Arsenal?,2,question,football|sport,4
q0678,Football & Sport,Would you rather have prime Henry or prime Messi for one season at Arsenal?,How would the team be built?,2,question,football|sport,4
q0679,Football & Sport,"Remove one from football history: the World Cup, Champions League, Premier League or AFCON.",What replaces its emotional role?,2,question,football|sport,4
q0680,Football & Sport,Which current young player would you build a club around?,What risk comes with them?,2,question,football|sport,4
q0681,Football & Sport,What makes a footballer genuinely world class?,How many current players qualify?,2,question,football|sport,4
q0682,Football & Sport,Which player had the greatest single-season peak?,What made it special?,2,question,football|sport,4
q0683,Football & Sport,Which player was brilliant but arrived in the wrong era?,How would they fare now?,2,question,football|sport,4
q0684,Football & Sport,Which old football shirt design should return?,What made it iconic?,2,question,football|sport,4
q0685,Football & Sport,What is the best football chant you have heard?,What makes a chant work?,2,question,football|sport,4
q0686,Football & Sport,Should football clubs be treated as community institutions rather than ordinary businesses?,What obligations follow?,2,question,football|sport,4
q0687,Football & Sport,How much should ticket prices be controlled?,Who should absorb the cost?,2,question,football|sport,4
q0688,Football & Sport,What makes away-day culture special?,What behaviour spoils it?,2,question,football|sport,4
q0689,Football & Sport,Which sport is most exciting live compared with on television?,What changes in person?,2,question,football|sport,4
q0690,Football & Sport,Which sport is much better on television than live?,Why?,2,question,football|sport,4
q0691,Football & Sport,Which athlete outside football do you admire most?,Is it performance or character?,2,question,football|sport,4
q0692,Football & Sport,What is the greatest sporting moment you remember watching live?,Who were you with?,2,question,football|sport,4
q0693,Football & Sport,Which Olympic event would you most like to attend?,What would the atmosphere be like?,2,question,football|sport,4
q0694,Football & Sport,Which sport do you believe you could have become good at with early training?,What physical or mental quality suits it?,2,question,football|sport,4
q0695,Football & Sport,Should athletes be expected to speak on political issues?,When is silence acceptable?,2,question,football|sport,4
q0696,Football & Sport,What sports documentary should everyone watch?,What did it reveal?,2,question,football|sport,4
q0697,Football & Sport,Which sporting tradition should be retired?,What should replace it?,2,question,football|sport,4
q0698,Football & Sport,What is one lesson from sport that genuinely applies to life?,Where have you used it?,2,question,football|sport,4
q0699,Football & Sport,What is one life lesson sport teaches badly?,What is the healthier version?,2,question,football|sport,4
q0700,Football & Sport,"If you could attend any match in history, which would it be?",Where would you sit?,2,question,football|sport,4
q0701,Philosophy & Future,What do you think makes a life meaningful?,Has your answer changed?,4,question,philosophy|future,2
q0702,Philosophy & Future,Is happiness a sensible primary goal?,What should come before it?,4,question,philosophy|future,2
q0703,Philosophy & Future,Do people change fundamentally or mainly learn to manage themselves?,Who changed your view?,4,question,philosophy|future,2
q0704,Philosophy & Future,What do we owe future generations?,Which obligation is most urgent?,4,question,philosophy|future,2
q0705,Philosophy & Future,Would humans be happier with less technology?,Which technology would you keep?,4,question,philosophy|future,2
q0706,Philosophy & Future,What part of modern life will future generations find absurd?,What will they envy?,4,question,philosophy|future,2
q0707,Philosophy & Future,Is it better to be realistic or hopeful when the two conflict?,Which has served you better?,4,question,philosophy|future,2
q0708,Philosophy & Future,What is more important: being understood or being accepted?,Can one exist without the other?,4,question,philosophy|future,2
q0709,Philosophy & Future,How much of personality is chosen?,Which part of yours feels inherited?,4,question,philosophy|future,2
q0710,Philosophy & Future,Can a good person repeatedly do harmful things and remain good?,Where do intentions stop mattering?,4,question,philosophy|future,2
q0711,Philosophy & Future,What does forgiveness actually require?,Can it happen without forgetting?,4,question,philosophy|future,2
q0712,Philosophy & Future,Is closure something another person gives you or something you create?,What experience shaped your view?,4,question,philosophy|future,2
q0713,Philosophy & Future,What is a belief you definitely hold?,What evidence could change it?,4,question,philosophy|future,2
q0714,Philosophy & Future,What truth about life took you longest to accept?,Has accepting it brought peace?,4,question,philosophy|future,2
q0715,Philosophy & Future,What is one question you wish science could answer in your lifetime?,How would the answer change behaviour?,4,question,philosophy|future,2
q0716,Philosophy & Future,Would knowing your future improve or damage your life?,What knowledge would be too much?,4,question,philosophy|future,2
q0717,Philosophy & Future,Is legacy a healthy motivation?,Who benefits from it after you are gone?,4,question,philosophy|future,2
q0718,Philosophy & Future,What is the difference between a meaningful sacrifice and self-neglect?,Where is your boundary?,4,question,philosophy|future,2
q0719,Philosophy & Future,Do difficult experiences reliably make people stronger?,What else might they do?,4,question,philosophy|future,2
q0720,Philosophy & Future,What does freedom mean when every choice has consequences?,When have you felt most free?,4,question,philosophy|future,2
q0721,Philosophy & Future,Is morality possible without religion?,What grounds moral responsibility?,4,question,philosophy|future,2
q0722,Philosophy & Future,Can religion remain private when it shapes how someone lives?,Where should public limits sit?,4,question,philosophy|future,2
q0723,Philosophy & Future,What should society value that cannot be easily measured?,Why is measurement so powerful?,4,question,philosophy|future,2
q0724,Philosophy & Future,When does tradition deserve protection?,When does it become an excuse?,4,question,philosophy|future,2
q0725,Philosophy & Future,Is progress always worth the loss it creates?,What example troubles you?,4,question,philosophy|future,2
q0726,Philosophy & Future,What would happen if everyone received the same income?,Which inequalities would remain?,4,question,philosophy|future,2
q0727,Philosophy & Future,Is inequality always unjust?,What differences are acceptable?,4,question,philosophy|future,2
q0728,Philosophy & Future,What does someone deserve simply by being human?,Who is currently denied it?,4,question,philosophy|future,2
q0729,Philosophy & Future,How much responsibility do individuals have for problems created by systems?,Where can one person act?,4,question,philosophy|future,2
q0730,Philosophy & Future,Is privacy becoming a luxury?,What would you refuse to share?,4,question,philosophy|future,2
